0,0,1.0015000104904175, 0.8342839479446411
0,1,0.996362030506134, 0.8506511449813843
0,2,0.9920257925987244, 0.8360812664031982
0,3,0.993645966053009, 0.8321729302406311
0,4,0.9923076629638672, 0.8405566811561584
0,5,0.9871811270713806, 0.8377670645713806
0,6,0.9835540056228638, 0.8285919427871704
0,7,0.9800196886062622, 0.8410583138465881
0,8,0.9716622233390808, 0.8372594714164734
0,9,0.9683400988578796, 0.8369677066802979
0,10,0.9703534245491028, 0.8261328339576721
0,11,0.9538041353225708, 0.8292205333709717
0,12,0.9446312189102173, 0.8242182731628418
0,13,0.964512825012207, 0.8269529342651367
0,14,0.9228828549385071, 0.8335402607917786
0,15,0.895297646522522, 0.8347612023353577
1,0,0.9218244552612305, 0.8174123764038086
1,1,0.9059640765190125, 0.8440799713134766
1,2,0.8924420475959778, 0.8263084888458252
1,3,0.8831106424331665, 0.8211524486541748
1,4,0.8818153738975525, 0.8146237730979919
1,5,0.8259539604187012, 0.8219285607337952
1,6,0.829433262348175, 0.8130000233650208
1,7,0.8303410410881042, 0.8019270300865173
1,8,0.8155399560928345, 0.82439786195755
1,9,0.7933627963066101, 0.808526337146759
1,10,0.7243713736534119, 0.8280310034751892
1,11,0.7208877801895142, 0.8182114958763123
1,12,0.7208647131919861, 0.7982684373855591
1,13,0.6813945174217224, 0.7976565361022949
1,14,0.6601033210754395, 0.802760899066925
1,15,0.713855504989624, 0.8050780892372131
2,0,0.6392327547073364, 0.8172938227653503
2,1,0.616278886795044, 0.8077706694602966
2,2,0.5898770689964294, 0.8175352811813354
2,3,0.7179107069969177, 0.7790731191635132
2,4,0.6373971104621887, 0.8093689680099487
2,5,0.5581862330436707, 0.8028420805931091
2,6,0.5280159115791321, 0.8163030743598938
2,7,0.5089090466499329, 0.7882676124572754
2,8,0.5230165719985962, 0.7987739443778992
2,9,0.476553350687027, 0.7941973209381104
2,10,0.49138662219047546, 0.7787765860557556
2,11,0.44380924105644226, 0.7852481007575989
2,12,0.508544385433197, 0.7955081462860107
2,13,0.4181155860424042, 0.7750116586685181
2,14,0.46142664551734924, 0.7608420252799988
2,15,0.3790779411792755, 0.792595386505127
3,0,0.44272714853286743, 0.7429164052009583
3,1,0.349017471075058, 0.7793225049972534
3,2,0.4323475956916809, 0.7586416006088257
3,3,0.3617181181907654, 0.7653403282165527
3,4,0.3159603774547577, 0.7810089588165283
3,5,0.3474247455596924, 0.7538067698478699
3,6,0.29028207063674927, 0.7812387347221375
3,7,0.3644029498100281, 0.7527883052825928
3,8,0.26055869460105896, 0.753413200378418
3,9,0.5225931406021118, 0.7409974336624146
3,10,0.23340916633605957, 0.767168402671814
3,11,0.23007383942604065, 0.7572996020317078
3,12,0.19835208356380463, 0.7693440318107605
3,13,0.19966155290603638, 0.7698013782501221
3,14,0.18062421679496765, 0.7657614946365356
3,15,0.17579345405101776, 0.7479837536811829
4,0,0.24120011925697327, 0.7451218366622925
4,1,0.15884369611740112, 0.7333831191062927
4,2,0.24387192726135254, 0.7517954111099243
4,3,0.18197506666183472, 0.7190288305282593
4,4,0.10999985039234161, 0.7362531423568726
4,5,0.12588123977184296, 0.7255306243896484
4,6,0.09360360354185104, 0.7668091058731079
4,7,0.09161069989204407, 0.7394528388977051
4,8,0.09968923777341843, 0.6772773265838623
4,9,0.2765934467315674, 0.676258385181427
4,10,0.21523356437683105, 0.6807307004928589
4,11,0.17896001040935516, 0.6975545883178711
4,12,0.060424089431762695, 0.750285267829895
4,13,0.10012932121753693, 0.7276276350021362
4,14,0.05404555797576904, 0.7154873609542847
